"","s1.pileup.freq","s2.pileup.freq","s3.pileup.freq","s4.pileup.freq","s5.pileup.freq"
"chr1:40363308",13994,16702,12576,16268,13103
"chr1:40363309",13913,16687,12491,16204,13010
"chr1:40363310",13952,16717,12526,16316,13030
"chr1:40363311",13959,16709,12523,16329,13026
"chr1:40363312",14126,16914,12702,16600,13244
"chr1:40363313",14352,17096,12907,16832,13441
"chr1:40363314",14360,17161,12918,16881,13474
"chr1:40363315",14685,17433,13092,17121,13681
"chr1:40363316",14595,17338,13077,17077,13616
"chr1:40363317",14577,17295,13064,17058,13603
"chr1:40363318",14606,17394,13140,17152,13632
"chr1:40363319",14577,17402,13117,17103,13634
"chr1:40363320",14900,17687,13463,17382,13890
"chr1:40363321",14954,17757,13527,17467,13987
"chr1:40363322",15067,17960,13654,17585,14077
"chr1:40363323",14930,17825,13592,17467,13984
"chr1:40363324",14868,17741,13418,17235,13882
"chr1:40363325",14899,17786,13417,17247,13917
"chr1:40363326",14747,17624,13398,17198,13897
"chr1:40363327",14829,17736,13473,17275,13956
"chr1:40363328",14878,17854,13535,17382,14015
"chr1:40363329",15022,17949,13653,17519,14146
"chr1:40363330",15022,17954,13675,17533,14141
"chr1:40363331",15048,17965,13707,17598,14160
"chr1:40363332",14960,17857,13607,17439,14052
"chr1:40363333",14516,17318,13297,17003,13635
"chr1:40363334",14723,17652,13415,17206,13868
"chr1:40363335",14904,17949,13518,17382,14107
"chr1:40363336",14907,18053,13563,17444,14150
"chr1:40363337",14835,18018,13547,17418,14084
"chr1:40363338",14837,17982,13564,17456,14082
"chr1:40363339",14810,17987,13558,17489,14082
"chr1:40363340",14793,17952,13574,17484,14041
"chr1:40363341",14867,18113,13647,17657,14123
"chr1:40363342",14866,18152,13700,17772,14161
"chr1:40363343",14956,18363,13849,17913,14268
"chr1:40363344",15033,18412,13903,17957,14333
"chr1:40363345",15001,18390,13843,17894,14295
"chr1:40363346",14940,18349,13822,17809,14243
"chr1:40363347",14854,18310,13775,17717,14174
"chr1:40363348",15080,18481,13889,17930,14333
"chr1:40363349",15175,18555,13968,18087,14435
"chr1:40363350",15191,18556,13982,18065,14460
"chr1:40363351",15153,18559,13932,18062,14441
"chr1:40363352",15304,18810,14059,18274,14669
"chr1:40363353",15281,18881,14070,18252,14728
"chr1:40363354",15342,18959,14097,18299,14744
"chr1:40363355",15324,18954,14105,18329,14743
"chr1:40363356",15287,18950,14093,18319,14721
"chr1:40363357",15367,19001,14119,18376,14774
"chr1:40363358",15404,19032,14142,18424,14835
"chr1:40363359",15437,19075,14141,18452,14884
"chr1:40363360",15451,19100,14148,18438,14919
"chr1:40363361",15505,19194,14172,18502,14942
"chr1:40363362",15458,19098,14128,18431,14885
"chr1:40363363",15462,19174,14156,18434,14911
"chr1:40363364",15435,19137,14141,18436,14864
"chr1:40363365",15326,19064,14037,18320,14745
"chr1:40363366",15382,19135,14065,18378,14790
"chr1:40363367",15417,19196,14062,18381,14792
"chr1:40363368",15383,19172,14025,18327,14771
"chr1:40363369",15272,19042,13992,18304,14670
"chr1:40363370",15047,18777,13761,18106,14458
"chr1:40363371",14899,18451,13615,17929,14321
"chr1:40363372",15003,18531,13666,17988,14393
"chr1:40363373",14961,18496,13649,18003,14402
"chr1:40363374",15059,18617,13743,18036,14558
"chr1:40363375",15044,18672,13769,18053,14565
"chr1:40363376",15043,18715,13787,18085,14567
"chr1:40363377",15010,18658,13750,18053,14542
"chr1:40363378",14958,18549,13691,17975,14496
"chr1:40363379",14962,18544,13735,17993,14517
"chr1:40363380",14977,18545,13745,17989,14520
"chr1:40363381",14938,18482,13739,17976,14553
"chr1:40363382",15055,18646,13842,18132,14669
"chr1:40363383",15021,18587,13812,18104,14622
"chr1:40363384",14881,18454,13704,17971,14506
"chr1:40363385",14940,18448,13769,18066,14569
"chr1:40363386",14885,18341,13763,17949,14497
"chr1:40363387",14795,18233,13695,17903,14421
"chr1:40363388",14871,18279,13752,17981,14489
"chr1:40363389",14838,18268,13733,17973,14482
"chr1:40363390",14640,18016,13578,17779,14310
"chr1:40363391",14899,18262,13788,18057,14633
"chr1:40363392",14914,18230,13784,18039,14644
"chr1:40363393",14512,17844,13387,17696,14283
"chr1:40363394",14486,17885,13414,17803,14296
"chr1:40363395",14442,17888,13393,17731,14250
"chr1:40363396",14272,17745,13271,17462,14086
"chr1:40363397",14339,17823,13305,17550,14128
"chr1:40363398",14288,17771,13261,17512,14085
"chr1:40363399",14201,17769,13208,17503,14019
"chr1:40363400",14319,17870,13271,17603,14162
"chr1:40363401",14272,17823,13235,17558,14156
"chr1:40363402",14031,17650,13062,17316,13975
"chr1:40363403",14072,17666,13061,17310,13979
"chr1:40363404",14016,17577,12995,17200,13908
"chr1:40363405",13931,17485,12926,17066,13832
"chr1:40363406",14117,17697,13048,17180,13942
"chr1:40363407",14175,17822,13128,17251,14034
"chr1:40363408",14302,18043,13230,17453,14176
"chr1:40363409",14366,18049,13357,17564,14266
"chr1:40363410",14082,17769,13179,17299,14098
"chr1:40363411",14209,17818,13249,17340,14175
"chr1:40363412",13974,17589,13086,17097,13994
"chr1:40363413",13740,17265,12902,16810,13784
"chr1:40363414",13703,17240,12786,16792,13697
"chr1:40363415",13642,17270,12761,16793,13691
"chr1:40363416",13545,17264,12638,16686,13629
"chr1:40363417",13607,17303,12699,16781,13667
"chr1:40363418",13685,17368,12784,16868,13725
"chr1:40363419",13658,17322,12778,16858,13706
"chr1:40363420",13838,17384,12901,17004,13794
"chr1:40363421",13897,17376,12934,17092,13854
"chr1:40363422",14013,17557,13086,17269,13934
"chr1:40363423",14094,17628,13197,17386,14028
"chr1:40363424",14768,18302,13809,18065,14647
"chr1:40363425",14870,18350,13915,18172,14765
"chr1:40363426",14543,17915,13572,17850,14424
"chr1:40363427",14595,17980,13619,17900,14521
"chr1:40363428",14520,17956,13592,17844,14464
"chr1:40363429",14455,17884,13527,17798,14396
"chr1:40363430",14598,18026,13635,17883,14498
"chr1:40363431",14614,18074,13686,17986,14563
"chr1:40363432",14507,17913,13614,17908,14513
"chr1:40363433",14656,17987,13724,17986,14627
"chr1:40363434",14631,17920,13689,17965,14615
"chr1:40363435",14647,17939,13753,18024,14654
"chr1:40363436",14823,18057,13897,18157,14814
"chr1:40363437",14806,18098,13912,18135,14789
"chr1:40363438",14952,18184,14046,18252,14910
"chr1:40363439",15116,18363,14120,18405,15032
"chr1:40363440",14971,18181,13965,18218,14863
"chr1:40363441",14631,17705,13708,17788,14463
"chr1:40363442",14216,17168,13365,17267,14092
"chr1:40363443",13620,16550,12983,16814,13694
"chr1:40363444",14173,17042,13366,17333,14087
"chr1:40363445",14266,17199,13486,17505,14249
"chr1:40363446",14491,17389,13603,17738,14453
"chr1:40363447",14535,17415,13658,17838,14506
"chr1:40363448",14533,17417,13664,17840,14507
"chr1:40363449",14598,17457,13723,17850,14535
"chr1:40363450",14580,17457,13701,17846,14527
"chr1:40363451",14607,17478,13768,17871,14540
"chr1:40363452",14650,17440,13814,17879,14540
"chr1:40363453",14710,17452,13834,17856,14573
"chr1:40363454",14565,17258,13739,17721,14430
"chr1:40363455",14444,17088,13604,17581,14304
"chr1:40363456",14528,17150,13638,17645,14360
"chr1:40363457",14504,17142,13642,17603,14320
"chr1:40363458",14419,17067,13568,17517,14263
"chr1:40363459",14297,16930,13450,17354,14204
"chr1:40363460",14360,17001,13465,17394,14231
"chr1:40363461",14286,16944,13449,17347,14169
"chr1:40363462",14226,16916,13433,17308,14163
"chr1:40363463",14306,17064,13482,17431,14273
"chr1:40363464",14234,17006,13460,17376,14223
"chr1:40363465",14338,17127,13511,17502,14318
"chr1:40363466",14432,17216,13613,17583,14371
"chr1:40363467",14327,16921,13457,17353,14184
"chr1:40363468",14067,16551,13252,17009,13931
"chr1:40363469",13274,15693,12592,16306,13338
"chr1:40363470",13352,15750,12643,16338,13361
"chr1:40363471",13280,15699,12576,16280,13324
"chr1:40363472",12932,15424,12347,16023,13141
"chr1:40363473",12971,15441,12338,16054,13184
"chr1:40363474",13021,15448,12367,16087,13225
"chr1:40363475",12976,15366,12327,16040,13159
"chr1:40363476",12958,15346,12313,16009,13148
"chr1:40363477",13030,15408,12372,16076,13179
"chr1:40363478",13067,15443,12409,16153,13253
"chr1:40363479",13156,15500,12479,16195,13299
"chr1:40363480",13810,16461,13096,17005,13681
"chr1:40363481",13824,16381,13003,16945,13637
"chr1:40363482",12782,15167,12125,16017,12867
"chr1:40363483",12748,15114,12056,15961,12834
"chr1:40363484",12736,15052,11955,15865,12791
"chr1:40363485",12426,14671,11812,15601,12561
"chr1:40363486",12482,14693,11844,15653,12600
"chr1:40363487",12507,14679,11860,15649,12600
"chr1:40363488",12511,14691,11863,15647,12600
"chr1:40363489",12572,14791,11957,15711,12673
"chr1:40363490",12580,14789,11979,15738,12681
"chr1:40363491",12632,14777,12026,15771,12689
"chr1:40363492",12670,14734,12037,15751,12667
"chr1:40363493",12370,14428,11857,15460,12386
"chr1:40363494",11644,13597,11171,14662,11757
"chr1:40363495",12036,14117,11443,15070,12035
"chr1:40363496",12179,14182,11495,15211,12123
"chr1:40363497",12146,14067,11477,15222,12106
"chr1:40363498",12229,14263,11523,15346,12206
"chr1:40363499",12275,14370,11526,15346,12233
"chr1:40363500",12338,14406,11572,15411,12285
"chr1:40363501",12289,14285,11475,15300,12203
"chr1:40363502",12350,14355,11523,15384,12264
"chr1:40363503",12461,14621,11633,15569,12404
"chr1:40363504",12490,14545,11658,15444,12408
"chr1:40363505",12854,14936,11920,15715,12627
"chr1:40363506",12893,15034,11934,15794,12668
"chr1:40363507",12924,15125,11942,15825,12672
"chr1:40363508",13020,15159,11983,15877,12732
"chr1:40363509",12974,15100,11945,15808,12700
"chr1:40363510",13026,15115,11981,15893,12734
"chr1:40363511",13196,15309,12142,16046,12866
"chr1:40363512",13230,15371,12160,16066,12901
"chr1:40363513",13341,15524,12279,16234,12938
"chr1:40363514",13479,15654,12375,16376,13021
"chr1:40363515",13472,15624,12352,16318,12971
"chr1:40363516",13427,15708,12374,16344,12931
"chr1:40363517",13528,15887,12438,16392,12987
"chr1:40363518",13607,16015,12459,16445,13020
"chr1:40363519",13556,15939,12454,16394,12990
"chr1:40363520",13584,16032,12492,16422,13007
"chr1:40363521",13644,16074,12530,16477,13051
"chr1:40363522",13632,16035,12542,16454,13014
"chr1:40363523",13285,15874,12319,16214,12781
"chr1:40363524",13373,15965,12372,16130,12808
"chr1:40363525",13311,15928,12376,16046,12755
"chr1:40363526",13575,16238,12552,16340,13070
"chr1:40363527",13660,16383,12638,16399,13152
"chr1:40363528",13702,16400,12707,16410,13195
"chr1:40363529",13900,16588,12825,16569,13336
"chr1:40363530",13895,16620,12851,16625,13337
"chr1:40363531",13699,16456,12695,16430,13158
"chr1:40363532",13678,16400,12668,16366,13129
"chr1:40363533",13677,16405,12660,16329,13124
"chr1:40363534",13719,16445,12663,16351,13149
"chr1:40363535",13793,16612,12738,16435,13186
"chr1:40363536",13853,16647,12830,16493,13249
"chr1:40363537",13901,16630,12867,16504,13286
"chr1:40363538",13997,16683,12909,16498,13332
"chr1:40363539",14098,16774,12991,16580,13440
"chr1:40363540",14081,16688,12971,16492,13408
"chr1:40363541",14180,16788,13068,16530,13526
"chr1:40363542",14325,16963,13150,16621,13621
"chr1:40363543",14361,17096,13215,16732,13681
"chr1:40363544",14334,17067,13210,16604,13651
"chr1:40363545",14284,17152,13176,16516,13577
"chr1:40363546",14234,17070,13153,16375,13543
"chr1:40363547",14134,16949,13072,16244,13421
"chr1:40363548",14095,16859,13054,16111,13367
"chr1:40363549",14138,16909,13065,16127,13400
"chr1:40363550",14279,17124,13175,16341,13528
"chr1:40363551",14339,17197,13206,16416,13633
"chr1:40363552",14340,17209,13231,16404,13642
"chr1:40363553",14504,17449,13349,16552,13806
"chr1:40363554",14490,17423,13342,16524,13782
"chr1:40363555",14273,17200,13175,16332,13562
"chr1:40363556",14134,17150,13055,16196,13384
"chr1:40363557",14138,17166,13038,16216,13364
"chr1:40363558",14044,17036,12981,16151,13337
"chr1:40363559",14119,17100,13027,16154,13354
"chr1:40363560",14106,17122,12989,16193,13349
"chr1:40363561",14205,17216,13064,16290,13450
"chr1:40363562",14227,17265,13121,16371,13515
"chr1:40363563",14209,17272,13120,16370,13500
"chr1:40363564",14304,17310,13146,16411,13533
"chr1:40363565",14257,17271,13115,16391,13490
"chr1:40363566",14264,17294,13133,16393,13495
"chr1:40363567",14265,17274,13147,16383,13494
"chr1:40363568",14275,17274,13150,16416,13476
"chr1:40363569",14272,17264,13149,16393,13455
"chr1:40363570",14256,17242,13110,16346,13415
"chr1:40363571",14268,17299,13136,16327,13440
"chr1:40363572",14278,17309,13163,16327,13442
"chr1:40363573",14202,17236,13096,16250,13385
"chr1:40363574",14078,17155,13010,16169,13231
"chr1:40363575",14072,17200,13006,16200,13238
"chr1:40363576",14013,17142,12995,16187,13188
"chr1:40363577",13616,16776,12611,15752,12780
"chr1:40363578",13483,16666,12519,15670,12665
"chr1:40363579",13470,16711,12529,15722,12655
"chr1:40363580",13441,16527,12497,15579,12614
"chr1:40363581",13429,16491,12451,15526,12603
"chr1:40363582",13257,16345,12322,15424,12531
"chr1:40363583",13171,16239,12256,15350,12499
"chr1:40363584",13251,16341,12307,15464,12533
"chr1:40363585",13137,16193,12195,15339,12418
"chr1:40363586",13086,16145,12203,15365,12411
"chr1:40363587",13193,16249,12309,15491,12533
"chr1:40363588",13255,16282,12381,15566,12569
"chr1:40363589",13192,16205,12332,15514,12545
"chr1:40363590",12866,15802,11926,15153,12217
"chr1:40363591",12849,15784,11877,15094,12155
"chr1:40363592",12875,15762,11915,15086,12132
"chr1:40363593",12755,15725,11835,14934,12067
"chr1:40363594",13114,16059,12142,15287,12296
"chr1:40363595",13236,16129,12336,15335,12407
"chr1:40363596",13172,16091,12279,15292,12379
"chr1:40363597",13112,16062,12239,15342,12343
"chr1:40363598",12829,15864,11975,15048,12087
"chr1:40363599",12684,15664,11824,14926,11903
"chr1:40363600",12644,15655,11787,14906,11865
"chr1:40363601",12615,15629,11767,14853,11856
"chr1:40363602",12612,15638,11773,14816,11848
"chr1:40363603",12575,15598,11758,14754,11830
"chr1:40363604",12571,15562,11714,14784,11857
"chr1:40363605",12651,15536,11732,14786,11901
"chr1:40363606",12601,15572,11704,14717,11875
"chr1:40363607",12177,15158,11411,14324,11437
"chr1:40363608",12250,15239,11438,14400,11554
"chr1:40363609",12195,15135,11373,14312,11488
"chr1:40363610",12225,15153,11399,14323,11476
"chr1:40363611",12261,15165,11411,14337,11491
"chr1:40363612",12127,15046,11320,14241,11386
"chr1:40363613",12151,15064,11367,14234,11394
"chr1:40363614",12047,14927,11295,14104,11327
"chr1:40363615",12030,14937,11294,14105,11315
"chr1:40363616",11994,14883,11250,14064,11286
"chr1:40363617",11936,14836,11212,14013,11220
"chr1:40363618",11944,14866,11251,13991,11241
"chr1:40363619",11893,14847,11203,13943,11154
"chr1:40363620",11903,14847,11200,13999,11180
"chr1:40363621",11866,14806,11123,13932,11136
"chr1:40363622",11770,14623,11037,13848,11047
"chr1:40363623",11712,14582,10997,13794,10998
"chr1:40363624",11569,14454,10895,13686,10939
"chr1:40363625",11620,14547,10922,13761,10981
"chr1:40363626",11594,14489,10903,13676,10956
"chr1:40363627",11482,14365,10851,13590,10867
"chr1:40363628",11518,14381,10875,13624,10926
"chr1:40363629",11483,14301,10808,13568,10882
"chr1:40363630",11455,14262,10790,13522,10880
"chr1:40363631",11456,14252,10777,13498,10828
"chr1:40363632",11427,14244,10746,13484,10813
"chr1:40363633",11390,14282,10731,13496,10814
"chr1:40363634",11429,14292,10748,13518,10818
"chr1:40363635",11370,14207,10707,13461,10784
"chr1:40363636",11300,14161,10647,13415,10754
"chr1:40363637",11290,14097,10617,13366,10681
"chr1:40363638",11219,14000,10545,13292,10592
"chr1:40363639",10894,13508,10154,12911,10294
"chr1:40363640",10870,13459,10152,12910,10295
"chr1:40363641",10887,13457,10146,12944,10294
"chr1:40363642",10848,13404,10117,12893,10234
"chr1:40366486",6625,6263,5397,7493,5692
"chr1:40366487",6668,6290,5415,7565,5716
"chr1:40366488",6668,6298,5423,7571,5745
"chr1:40366489",6792,6444,5509,7681,5900
"chr1:40366490",6855,6484,5554,7719,5971
"chr1:40366491",6869,6542,5572,7755,6025
"chr1:40366492",6887,6560,5556,7755,6037
"chr1:40366493",6901,6562,5559,7756,6045
"chr1:40366494",6925,6572,5565,7768,6072
"chr1:40366495",6936,6584,5576,7784,6085
"chr1:40366496",6909,6563,5573,7767,6077
"chr1:40366497",6935,6578,5576,7789,6084
"chr1:40366498",6934,6564,5569,7779,6073
"chr1:40366499",6990,6626,5608,7838,6116
"chr1:40366500",6987,6650,5611,7872,6143
"chr1:40366501",6999,6672,5623,7918,6189
"chr1:40366502",6999,6688,5621,7924,6191
"chr1:40366503",6991,6673,5620,7918,6185
"chr1:40366504",6967,6659,5619,7935,6175
"chr1:40366505",6986,6675,5620,7963,6194
"chr1:40366506",6970,6664,5609,7942,6185
"chr1:40366507",6967,6662,5603,7957,6168
"chr1:40366508",6986,6680,5604,7982,6195
"chr1:40366509",7000,6688,5608,7948,6169
"chr1:40366510",7062,6697,5630,7971,6226
"chr1:40366511",7080,6695,5641,7990,6257
"chr1:40366512",7102,6706,5648,7989,6280
"chr1:40366513",7081,6690,5627,7946,6230
"chr1:40366514",7076,6701,5614,7964,6219
"chr1:40366515",7068,6703,5620,7966,6230
"chr1:40366516",7021,6676,5603,7957,6220
"chr1:40366517",7059,6704,5609,7948,6237
"chr1:40366518",7059,6695,5614,7953,6237
"chr1:40366519",7021,6667,5593,7919,6215
"chr1:40366520",7110,6706,5631,7993,6297
"chr1:40366521",7135,6718,5635,8013,6298
"chr1:40366522",7099,6702,5598,7989,6237
"chr1:40366523",7121,6702,5608,8009,6254
"chr1:40366524",7091,6692,5588,7982,6234
"chr1:40366525",7079,6699,5578,8000,6225
"chr1:40366526",7082,6698,5577,8002,6226
"chr1:40366527",7047,6686,5556,7983,6197
"chr1:40366528",7084,6697,5578,7997,6216
"chr1:40366529",7069,6680,5568,7973,6196
"chr1:40366530",7049,6665,5573,7940,6174
"chr1:40366531",7002,6616,5553,7921,6139
"chr1:40366532",6979,6596,5519,7900,6116
"chr1:40366533",6969,6590,5526,7895,6102
"chr1:40366534",6972,6585,5523,7875,6109
"chr1:40366535",7001,6586,5531,7891,6127
"chr1:40366536",7012,6585,5546,7877,6134
"chr1:40366537",6968,6519,5524,7788,6090
"chr1:40366538",7000,6519,5522,7812,6094
"chr1:40366539",6898,6451,5446,7728,6037
"chr1:40366540",6934,6471,5462,7745,6036
"chr1:40366541",6937,6470,5466,7738,6023
"chr1:40366542",6904,6443,5457,7702,6008
"chr1:40366543",6966,6480,5501,7753,6041
"chr1:40366544",6950,6448,5489,7701,6045
"chr1:40366545",6973,6468,5493,7702,6054
"chr1:40366546",6946,6421,5487,7681,6031
"chr1:40366547",6901,6384,5459,7621,5981
"chr1:40366548",6849,6300,5401,7564,5944
"chr1:40366549",6863,6291,5392,7553,5943
"chr1:40366550",6866,6255,5377,7548,5934
"chr1:40366551",6804,6160,5325,7461,5867
"chr1:40366552",6759,6059,5286,7390,5820
"chr1:40366553",6669,5962,5238,7318,5714
"chr1:40366554",6633,5941,5207,7267,5697
"chr1:40366555",6650,5954,5194,7264,5711
"chr1:40366556",6597,5941,5184,7196,5672
"chr1:40366557",6633,5956,5186,7187,5677
"chr1:40366558",6642,5956,5190,7166,5668
"chr1:40366559",6621,5923,5187,7142,5645
"chr1:40366560",6611,5911,5193,7118,5631
"chr1:40366561",6617,5905,5196,7101,5617
"chr1:40366562",6615,5931,5188,7113,5631
"chr1:40366563",6603,5883,5164,7093,5619
"chr1:40366564",6517,5814,5094,7022,5564
"chr1:40366565",6422,5762,4998,6904,5465
"chr1:40366566",6356,5699,4964,6818,5427
"chr1:40366567",6700,5885,5156,7071,5688
"chr1:40366568",6693,5863,5179,7083,5695
"chr1:40366569",6654,5829,5164,7027,5667
"chr1:40366570",6615,5779,5149,6982,5647
"chr1:40366571",6585,5720,5114,6862,5625
"chr1:40366572",6588,5738,5115,6863,5636
"chr1:40366573",6537,5692,5045,6802,5608
"chr1:40366574",6466,5576,4969,6689,5550
"chr1:40366575",6418,5468,4905,6589,5481
"chr1:40366576",5778,4899,4360,5899,4996
"chr1:40366577",5722,4788,4273,5772,4948
"chr1:40366578",5703,4756,4236,5779,4918
"chr1:40366579",5727,4697,4246,5771,4923
